id,athlete_id,games_id,event_id,coach_id,medal_id,result_value,result_unit,is_record_holder,notes
7645,7645,15,212,23,1,3.914,points,No,Equipment issue
7646,7646,20,207,4,1,186.676,seconds,No,-
7647,7647,8,116,26,1,142.464,metres,No,-
7648,7648,25,128,16,1,2.918,sets,No,Oldest medalist
7649,7649,16,55,17,2,8.518,points,No,-
7650,7650,27,42,15,1,216.67,seconds,No,Weather-affected
7651,7651,15,29,16,1,12.378,goals,No,Final Appearance
7652,7652,18,127,7,1,258.655,points,No,Technical violation
7653,7653,12,173,28,1,8.991,points,No,-
7654,7654,4,283,23,1,186.479,points,No,Olympic Debut
7655,7655,14,256,12,1,24.33,seconds,No,Withdrew - injury
7656,7656,24,20,27,1,182.631,seconds,World Record,Oldest medalist
7657,7657,15,220,7,1,587.543,seconds,No,Technical violation
7658,7658,34,63,16,1,38.908,seconds,No,Technical violation
7659,7659,5,303,2,1,12.5,points,No,-
7660,7660,29,20,23,2,53.423,seconds,No,Photo-finish silver
7661,7661,18,128,13,1,3.119,sets,No,Weather-affected
7662,7662,39,69,17,1,3001.868,seconds,No,Final Appearance
7663,7663,7,287,3,4,6147.0,seconds,No,-
7664,7664,1,131,5,4,11.473,points,No,Equipment issue
7665,7665,8,295,3,1,422.602,seconds,World Record,-
7666,7666,2,23,5,2,299.575,points,World Record,-
7667,7667,35,82,16,1,5.143,goals,No,Record broken next day
7668,7668,30,26,23,1,170.424,points,No,-
7669,7669,21,94,22,1,90.319,points,World Record,Record broken next day
7670,7670,23,82,5,1,0.04,goals,No,Personal Best
7671,7671,9,174,15,1,4.283,ippon,Olympic Record,Disqualified (false start)
7672,7672,10,51,25,3,187.659,points,No,-
7673,7673,8,85,7,1,144.659,metres,No,Weather-affected
7674,7674,36,26,9,1,304.834,points,No,-
7675,7675,31,145,28,1,3054.159,seconds,No,Technical violation
7676,7676,7,51,24,4,244.472,points,No,Weather-affected
7677,7677,25,71,18,4,9.719,points,No,Weather-affected
7678,7678,10,30,3,1,4.583,sets,No,Olympic Debut
7679,7679,9,46,22,3,7.143,goals,No,Weather-affected
7680,7680,25,120,19,1,97.35,seconds,No,Technical violation
7681,7681,1,169,16,1,465.211,seconds,No,Disqualified (false start)
7682,7682,39,85,2,1,139.588,metres,No,Olympic Debut
7683,7683,4,225,10,1,14.037,points,No,-
7684,7684,33,146,6,1,129.372,seconds,No,Photo-finish silver
7685,7685,7,181,2,1,1737.842,seconds,No,Equipment issue
7686,7686,22,115,16,1,10.483,points,No,Olympic Debut
7687,7687,27,2,9,1,126.801,metres,No,Record broken next day
7688,7688,12,123,12,1,10496.212,seconds,No,Comeback after injury
7689,7689,9,271,9,1,544.264,seconds,No,-
7690,7690,4,17,17,2,23.692,points,No,Season Best
7691,7691,1,316,1,3,271.064,seconds,No,Season Best
7692,7692,4,188,2,1,4632.732,seconds,No,Comeback after injury
7693,7693,19,52,12,1,6.595,points,No,-
7694,7694,29,140,21,1,107.045,metres,No,Withdrew - injury
7695,7695,34,54,26,1,2618.142,seconds,No,-
7696,7696,4,29,11,1,9.082,goals,No,Photo-finish silver
7697,7697,33,67,3,4,1053.321,seconds,No,Olympic Debut
7698,7698,9,251,15,1,381.467,points,Olympic Record,-
7699,7699,14,32,16,3,244.95,points,No,National Record
7700,7700,19,32,23,3,4.771,ippon,No,Weather-affected
7701,7701,12,90,25,2,1.303,points,No,-
7702,7702,21,210,17,1,3774.837,seconds,No,-
7703,7703,19,319,28,3,5.373,touches,No,Personal Best
7704,7704,27,272,27,4,2330.149,seconds,No,Photo-finish silver
7705,7705,5,71,7,1,35.334,points,No,Photo-finish silver
7706,7706,4,285,18,1,166.214,points,Olympic Record,-
7707,7707,19,192,9,1,397.562,seconds,No,Weather-affected
7708,7708,22,82,13,1,6.206,goals,No,-
7709,7709,25,281,25,1,92.652,seconds,No,Disqualified (false start)
7710,7710,13,192,18,1,862.287,seconds,No,Personal Best
7711,7711,4,271,4,1,368.349,seconds,No,-
7712,7712,38,153,11,1,163.655,seconds,No,Technical violation
7713,7713,7,291,24,1,1052.232,seconds,No,Equipment issue
7714,7714,7,4,7,1,4135.503,seconds,Olympic Record,-
7715,7715,16,265,10,1,44.733,seconds,No,Photo-finish silver
7716,7716,14,29,23,1,11.261,goals,No,Season Best
7717,7717,7,17,10,1,9.671,points,No,-
7718,7718,18,233,26,1,6.693,points,No,-
7719,7719,9,182,14,1,193.109,points,No,Equipment issue
7720,7720,10,99,12,1,8.851,points,No,Final Appearance
7721,7721,25,279,16,3,4.879,points,No,-
7722,7722,35,197,4,1,78.223,points,No,-
7723,7723,19,92,14,1,9254.379,seconds,No,Comeback after injury
7724,7724,17,11,23,1,203.906,seconds,No,-
7725,7725,14,28,16,1,4002.219,seconds,No,Youngest competitor
7726,7726,3,34,18,1,804.06,seconds,No,Season Best
7727,7727,35,35,17,1,169.799,seconds,No,Oldest medalist
7728,7728,30,115,24,1,6.908,points,No,Final Appearance
7729,7729,31,3,9,1,237.856,points,No,Disqualified (false start)
7730,7730,19,21,6,2,3.633,ippon,No,Technical violation
7731,7731,15,28,19,1,7256.758,seconds,No,-
7732,7732,38,268,24,1,86.567,seconds,No,Weather-affected
7733,7733,4,188,10,1,11505.846,seconds,No,-
7734,7734,10,114,13,1,728.134,seconds,No,-
7735,7735,20,258,21,1,216.227,seconds,No,-
7736,7736,25,72,26,1,3.525,ippon,No,Olympic Debut
7737,7737,34,31,25,1,220.428,seconds,No,Oldest medalist
7738,7738,4,45,27,1,3.198,points,No,-
7739,7739,4,121,9,1,183.409,kg,No,-
7740,7740,14,68,18,1,14.765,points,No,Disqualified (false start)
7741,7741,7,165,27,1,15.983,points,No,Technical violation
7742,7742,19,279,7,1,4.567,points,No,-
7743,7743,10,72,25,1,9.403,ippon,No,Withdrew - injury
7744,7744,37,146,15,4,144.389,seconds,No,Comeback after injury
7745,7745,22,82,8,1,3.348,goals,No,-
7746,7746,14,299,28,4,277.024,seconds,No,Equipment issue
7747,7747,13,138,8,1,162.151,seconds,No,-
7748,7748,35,35,10,1,177.918,seconds,No,Record broken next day
7749,7749,9,14,25,1,6.936,touches,Olympic Record,Final Appearance
7750,7750,4,166,1,1,588.341,points,No,Olympic Debut
7751,7751,7,28,16,1,5509.541,seconds,No,-
7752,7752,11,61,23,1,44.171,seconds,No,Record broken next day
7753,7753,2,143,27,1,1523.718,seconds,No,Oldest medalist
7754,7754,25,41,15,1,35.329,points,No,-
7755,7755,17,156,16,1,3195.378,seconds,No,National Record
7756,7756,18,95,20,1,408.976,seconds,No,Oldest medalist
7757,7757,27,172,10,1,6801.301,seconds,No,Olympic Debut
7758,7758,5,79,15,1,1.24,points,No,-
7759,7759,3,190,26,1,51.076,seconds,No,Oldest medalist
7760,7760,1,30,16,1,2.808,sets,No,Youngest competitor
7761,7761,16,135,27,1,308.073,kg,No,-
7762,7762,14,181,2,1,7280.726,seconds,No,Technical violation
7763,7763,5,149,6,3,8.089,ippon,No,Equipment issue
7764,7764,16,46,2,1,9.41,goals,No,-
7765,7765,10,195,19,1,282.124,points,No,-
7766,7766,24,153,26,1,109.455,seconds,Olympic Record,Technical violation
7767,7767,13,46,19,1,10.476,goals,No,Equipment issue
7768,7768,6,22,22,3,4.024,points,No,Record broken next day
7769,7769,21,153,8,1,174.485,seconds,No,National Record
7770,7770,32,78,21,3,306.265,points,No,Season Best
7771,7771,1,290,3,1,5612.196,seconds,No,Withdrew - injury
7772,7772,18,72,17,1,4.953,ippon,No,-
7773,7773,1,278,18,1,537.015,seconds,No,Equipment issue
7774,7774,25,185,11,1,3.725,points,No,Final Appearance
7775,7775,3,60,1,1,208.436,seconds,No,Youngest competitor
7776,7776,37,234,18,1,231.737,seconds,No,-
7777,7777,19,306,12,1,2.527,touches,No,Olympic Debut
7778,7778,9,237,27,1,3.612,touches,No,Final Appearance
7779,7779,4,195,23,1,275.197,points,No,Youngest competitor
7780,7780,7,6,14,1,26.278,points,No,Comeback after injury
7781,7781,12,174,22,1,7.228,ippon,No,Oldest medalist
7782,7782,13,55,5,1,6.926,points,No,Equipment issue
7783,7783,1,198,13,2,8.224,points,World Record,Olympic Debut
7784,7784,13,20,27,1,3.933,sets,No,Final Appearance
7785,7785,7,111,23,1,171.457,points,No,Olympic Debut
7786,7786,25,265,8,1,398.749,seconds,No,Disqualified (false start)
7787,7787,7,188,1,1,12260.833,seconds,No,Season Best
7788,7788,9,162,28,1,731.369,seconds,No,-
7789,7789,33,67,12,3,8412.339,seconds,No,Comeback after injury
7790,7790,3,210,17,4,6957.17,seconds,No,-
7791,7791,17,36,8,3,186.944,seconds,No,Disqualified (false start)
7792,7792,13,125,22,1,14.759,points,No,Youngest competitor
7793,7793,20,238,11,4,91.122,points,No,Personal Best
7794,7794,21,35,4,1,183.012,seconds,No,Technical violation
7795,7795,33,161,7,1,3925.027,seconds,No,-
7796,7796,16,224,25,1,55.178,seconds,No,Final Appearance
7797,7797,35,20,1,2,303.147,points,No,Oldest medalist
7798,7798,16,21,14,1,2.616,points,No,Comeback after injury
7799,7799,19,45,16,2,11.373,points,No,National Record
7800,7800,26,245,1,1,398.022,seconds,No,Personal Best
7801,7801,29,219,12,1,86.782,seconds,No,Photo-finish silver
7802,7802,7,90,20,1,3.858,points,No,Disqualified (false start)
7803,7803,34,69,12,1,297.311,seconds,No,Olympic Debut
7804,7804,18,149,11,1,6.428,ippon,No,Oldest medalist
7805,7805,25,20,15,1,5.441,sets,No,First from country
7806,7806,15,188,23,3,9949.436,seconds,No,-
7807,7807,37,82,9,1,10.615,goals,No,Oldest medalist
7808,7808,16,158,25,1,16.021,points,No,-
7809,7809,19,175,6,3,433.783,seconds,No,Comeback after injury
7810,7810,3,26,13,1,269.343,points,No,Weather-affected
7811,7811,17,115,11,1,9.342,points,Olympic Record,Withdrew - injury
7812,7812,25,124,2,1,483.374,seconds,No,Withdrew - injury
7813,7813,7,99,9,1,12.942,points,No,Final Appearance
7814,7814,14,79,20,1,8.568,points,No,-
7815,7815,36,82,10,1,5.691,goals,No,First from country
7816,7816,26,159,19,1,3.347,points,No,Weather-affected
7817,7817,13,151,15,4,5.612,ippon,No,Disqualified (false start)
7818,7818,16,178,1,1,2.161,sets,No,-
7819,7819,5,284,18,1,1909.93,seconds,No,Comeback after injury
7820,7820,25,32,14,1,2.895,ippon,No,Final Appearance
7821,7821,23,78,11,1,268.237,points,No,-
7822,7822,8,76,23,1,8.543,goals,No,-
7823,7823,6,49,15,2,170.505,points,No,Technical violation
7824,7824,5,29,7,1,12.009,goals,No,Withdrew - injury
7825,7825,4,306,1,4,10.47,touches,No,-
7826,7826,10,45,15,3,2.719,points,No,Personal Best
7827,7827,5,105,8,1,460.443,kg,No,Equipment issue
7828,7828,19,119,16,1,14.009,points,No,-
7829,7829,19,179,21,4,890.458,seconds,No,Season Best
7830,7830,27,190,14,1,114.581,seconds,No,Technical violation
7831,7831,17,23,21,1,249.774,points,No,Youngest competitor
7832,7832,16,144,18,1,15.861,points,No,-
7833,7833,13,128,4,1,4.899,sets,No,-
7834,7834,6,292,22,2,777.005,seconds,No,-
7835,7835,1,8,23,1,352.928,seconds,No,Personal Best
7836,7836,2,153,17,1,49.482,seconds,No,Youngest competitor
7837,7837,3,23,9,1,197.343,points,No,Comeback after injury
7838,7838,8,159,4,1,1.752,points,No,-
7839,7839,12,128,28,1,2.715,sets,No,Season Best
7840,7840,37,159,1,1,2.95,points,No,Oldest medalist
7841,7841,5,17,10,1,5.451,points,No,Final Appearance
7842,7842,2,82,28,1,4.728,goals,No,-
7843,7843,13,254,19,1,203.574,points,No,Comeback after injury
7844,7844,29,33,8,1,2244.167,seconds,No,-
7845,7845,32,56,7,1,64.449,points,No,-
7846,7846,35,153,13,1,179.731,seconds,No,-
7847,7847,3,259,3,1,255.866,seconds,No,Record broken next day
7848,7848,30,11,1,1,171.693,seconds,No,Equipment issue
7849,7849,19,90,26,1,3.392,points,No,Youngest competitor
7850,7850,7,151,22,2,2.687,ippon,No,Oldest medalist
7851,7851,37,69,23,4,3540.732,seconds,Olympic Record,National Record
7852,7852,7,195,2,1,270.341,points,No,Personal Best
7853,7853,1,176,4,1,456.741,seconds,No,First from country
7854,7854,6,12,28,1,9.72,points,No,National Record
7855,7855,22,239,12,1,4035.616,seconds,No,First from country
7856,7856,17,153,24,1,53.403,seconds,No,Weather-affected
7857,7857,34,3,1,1,77.054,seconds,No,Olympic Debut
7858,7858,30,115,8,1,10.544,points,No,-
7859,7859,6,249,28,2,490.181,seconds,No,Comeback after injury
7860,7860,1,157,11,1,8.327,touches,No,-
7861,7861,6,75,1,3,170.358,seconds,No,Personal Best
7862,7862,3,76,3,3,6.712,goals,No,-
7863,7863,25,110,13,1,6081.746,seconds,No,Technical violation
7864,7864,1,147,1,1,6.059,touches,No,Weather-affected
7865,7865,4,6,9,1,26.254,points,No,Comeback after injury
7866,7866,4,131,20,1,10.645,points,No,-
7867,7867,27,78,19,4,167.62,points,No,-
7868,7868,20,33,16,1,1015.499,seconds,Olympic Record,Olympic Debut
7869,7869,18,41,19,1,14.581,points,No,-
7870,7870,10,3,9,2,3.268,sets,No,Photo-finish silver
7871,7871,26,82,16,1,6.947,goals,No,-
7872,7872,6,178,18,1,5.962,sets,No,Equipment issue
7873,7873,30,3,25,2,257.911,points,No,Photo-finish silver
7874,7874,1,254,17,1,151.019,points,No,Record broken next day
7875,7875,22,43,6,1,63.391,points,No,Oldest medalist
7876,7876,4,32,17,1,3.749,ippon,No,-
7877,7877,28,264,11,1,259.481,seconds,No,Weather-affected
7878,7878,6,122,26,1,1.754,ippon,No,Olympic Debut
7879,7879,12,79,16,3,12.542,points,No,Equipment issue
7880,7880,16,297,5,1,249.339,seconds,No,Comeback after injury
7881,7881,15,90,25,1,2.508,points,No,Weather-affected
7882,7882,8,36,28,1,161.963,seconds,No,Record broken next day
7883,7883,20,190,16,1,183.197,seconds,No,Olympic Debut
7884,7884,25,99,8,2,17.736,points,No,-
7885,7885,32,31,27,1,50.662,seconds,No,Season Best
7886,7886,13,301,21,1,3.594,touches,No,National Record
7887,7887,7,119,5,1,15.843,points,No,First from country
7888,7888,10,18,3,4,252.544,points,No,Withdrew - injury
7889,7889,1,169,21,1,488.242,seconds,World Record,National Record
7890,7890,24,42,1,2,56.763,seconds,No,-
7891,7891,12,21,9,1,9.161,ippon,Olympic Record,-
7892,7892,26,117,11,4,720.026,seconds,No,Olympic Debut
7893,7893,13,57,18,4,291.786,points,No,Weather-affected
7894,7894,16,139,14,1,2.129,points,Olympic Record,Technical violation
7895,7895,8,33,2,1,1463.712,seconds,No,-
7896,7896,22,32,3,1,93.514,metres,No,Photo-finish silver
7897,7897,15,167,6,1,271.558,seconds,No,Disqualified (false start)
7898,7898,27,3,3,1,302.435,points,No,Disqualified (false start)
7899,7899,25,211,11,1,274.994,seconds,No,-
7900,7900,26,82,13,2,7.847,goals,No,-
7901,7901,19,89,25,4,82.389,seconds,World Record,-
7902,7902,14,10,14,1,1.911,points,No,Olympic Debut
7903,7903,39,229,25,3,80.719,points,Olympic Record,Personal Best
7904,7904,31,59,28,1,334.366,seconds,No,-
7905,7905,1,162,4,4,139.411,seconds,No,Olympic Debut
7906,7906,13,71,18,1,18.821,points,No,Technical violation
7907,7907,21,20,7,1,52.771,seconds,No,-
7908,7908,31,261,5,1,59.941,seconds,No,-
7909,7909,16,4,24,1,4340.289,seconds,No,Personal Best
7910,7910,6,168,10,4,283.226,points,No,-
7911,7911,20,18,4,1,2569.545,seconds,No,Youngest competitor
7912,7912,30,58,10,1,5.346,points,No,Personal Best
7913,7913,1,215,16,1,8.282,ippon,No,Youngest competitor
7914,7914,12,131,20,1,6.133,points,No,Comeback after injury
7915,7915,18,108,18,4,137.264,kg,No,Disqualified (false start)
7916,7916,38,35,19,1,190.113,seconds,No,-
7917,7917,7,46,18,1,0.905,goals,No,Record broken next day
7918,7918,2,64,8,1,198.899,seconds,No,Disqualified (false start)
7919,7919,13,21,10,1,5.377,ippon,No,Personal Best
7920,7920,6,254,13,1,237.785,points,No,-
7921,7921,30,117,5,1,163.194,seconds,No,-
7922,7922,5,191,24,3,74.685,seconds,No,Photo-finish silver
7923,7923,36,65,18,1,112.307,seconds,No,Personal Best
7924,7924,3,24,10,1,199.719,seconds,No,-
7925,7925,28,34,26,1,203.582,seconds,No,-
7926,7926,5,97,14,1,257.043,points,No,Withdrew - injury
7927,7927,5,318,25,1,494.419,seconds,No,-
7928,7928,4,51,2,2,166.3,points,Olympic Record,First from country
7929,7929,8,295,4,1,390.123,seconds,No,National Record
7930,7930,6,285,2,4,207.889,points,No,-
7931,7931,6,254,18,1,165.904,points,No,-
7932,7932,7,81,21,3,241.247,points,No,Photo-finish silver
7933,7933,39,148,27,1,135.574,seconds,No,-
7934,7934,16,169,19,1,501.616,seconds,No,Weather-affected
7935,7935,15,303,19,1,15.806,points,No,Personal Best
7936,7936,7,87,15,4,425.174,points,No,National Record
7937,7937,17,42,5,1,200.852,seconds,No,Weather-affected
7938,7938,7,73,27,1,536.264,seconds,No,Oldest medalist
7939,7939,18,44,5,1,14.947,points,No,Comeback after injury
7940,7940,6,231,7,1,5.322,touches,Olympic Record,Weather-affected
7941,7941,9,260,27,1,173.337,seconds,No,Equipment issue
7942,7942,7,104,22,2,7.863,points,No,Olympic Debut
7943,7943,10,166,6,1,373.401,points,No,-
7944,7944,10,246,8,1,13.359,points,No,Photo-finish silver
7945,7945,19,44,10,1,21.718,points,No,-
7946,7946,17,53,12,1,45.035,seconds,No,Record broken next day
7947,7947,15,206,7,1,3.708,points,No,Record broken next day
7948,7948,9,52,13,1,2.898,points,World Record,Personal Best
7949,7949,12,99,17,3,15.553,points,No,-
7950,7950,10,175,8,4,414.752,seconds,No,Comeback after injury
7951,7951,15,194,22,1,501.642,seconds,No,Technical violation
7952,7952,12,46,22,1,13.662,goals,World Record,Oldest medalist
7953,7953,25,10,24,1,3.994,points,Olympic Record,Olympic Debut
7954,7954,5,109,19,3,382.093,points,No,Disqualified (false start)
7955,7955,3,140,13,1,122.491,metres,No,Photo-finish silver
7956,7956,4,198,22,1,7.592,points,No,Weather-affected
7957,7957,13,287,6,1,14902.356,seconds,No,Weather-affected
7958,7958,3,115,25,3,11.274,points,No,-
7959,7959,12,131,24,1,13.475,points,World Record,-
7960,7960,19,165,21,1,12.347,points,World Record,-
7961,7961,19,265,5,1,947.462,seconds,No,Equipment issue
7962,7962,15,138,3,1,853.747,seconds,No,-
7963,7963,19,222,1,1,522.695,points,No,First from country
7964,7964,10,29,10,1,9.671,goals,No,Equipment issue
7965,7965,3,234,9,1,54.641,seconds,No,Oldest medalist
7966,7966,34,148,27,1,310.387,seconds,No,National Record
7967,7967,22,137,25,1,837.162,seconds,World Record,-
7968,7968,28,82,6,3,6.342,goals,Olympic Record,Photo-finish silver
7969,7969,25,134,7,4,268.182,seconds,No,Equipment issue
7970,7970,2,148,24,1,175.927,seconds,No,Technical violation
7971,7971,18,233,19,1,7.598,points,No,-
7972,7972,22,40,3,1,443.725,seconds,No,Season Best
7973,7973,15,110,20,3,3801.337,seconds,No,Technical violation
7974,7974,5,215,1,1,5.073,ippon,No,Equipment issue
7975,7975,26,11,24,1,190.472,seconds,Olympic Record,Record broken next day
7976,7976,12,255,20,1,10386.537,seconds,No,First from country
7977,7977,35,53,25,4,550.886,seconds,No,-
7978,7978,12,167,7,1,539.697,seconds,No,-
7979,7979,37,315,3,1,2257.246,seconds,No,-
7980,7980,6,180,22,2,9.363,touches,No,Equipment issue
7981,7981,29,59,27,2,185.539,seconds,No,Equipment issue
7982,7982,18,32,21,1,272.534,points,No,Record broken next day
7983,7983,5,47,15,1,552.165,seconds,No,Disqualified (false start)
7984,7984,19,120,4,4,456.187,seconds,No,-
7985,7985,25,28,10,1,4121.913,seconds,No,-
7986,7986,17,244,24,1,2533.757,seconds,No,Personal Best
7987,7987,16,135,23,1,420.484,kg,No,Comeback after injury
7988,7988,5,176,4,1,504.067,seconds,No,Season Best
7989,7989,16,71,10,3,40.127,points,No,Photo-finish silver
7990,7990,30,190,9,1,79.315,seconds,No,Technical violation
7991,7991,4,151,14,1,9.224,ippon,No,-
7992,7992,33,268,25,1,359.222,seconds,No,Record broken next day
7993,7993,39,190,24,2,127.465,seconds,No,-
7994,7994,16,184,27,1,586.043,seconds,No,Weather-affected
7995,7995,16,41,6,1,43.24,points,No,Youngest competitor
7996,7996,15,72,18,1,2.946,ippon,Olympic Record,Technical violation
7997,7997,16,281,11,1,365.283,seconds,No,First from country
7998,7998,5,71,10,1,25.244,points,No,Comeback after injury
7999,7999,1,126,8,1,7.926,touches,No,Youngest competitor
8000,8000,36,82,20,1,8.159,goals,No,Photo-finish silver
8001,8001,14,29,9,1,12.15,goals,No,Record broken next day
8002,8002,38,67,11,4,664.152,seconds,No,-
8003,8003,37,275,5,1,83.77,metres,World Record,Comeback after injury
8004,8004,11,106,22,1,262.67,seconds,No,Disqualified (false start)
8005,8005,24,137,12,1,2686.003,seconds,No,Disqualified (false start)
8006,8006,25,90,20,2,3.446,points,No,Season Best
8007,8007,19,251,20,1,542.077,points,No,First from country
8008,8008,7,149,28,2,2.307,ippon,No,Olympic Debut
8009,8009,11,153,16,1,163.012,seconds,Olympic Record,First from country
8010,8010,4,296,7,1,12.841,touches,No,Personal Best
8011,8011,6,88,19,1,7.768,points,No,-
8012,8012,16,122,22,1,1.371,ippon,No,Oldest medalist
8013,8013,19,262,7,1,157.158,points,No,-
8014,8014,18,111,28,1,157.697,points,No,-
8015,8015,6,204,13,1,238.764,seconds,No,Photo-finish silver
8016,8016,20,200,2,1,129.09,metres,No,-
8017,8017,36,35,17,3,69.96,seconds,World Record,Withdrew - injury
